PersonID FriendID FriendshipType FriendshipDescription
196 304 3 Spiritual_Member
196 346 3 Spiritual_Member
196 353 3 Spiritual_Member
196 369 3 Spiritual_Member
196 470 3 Spiritual_Member
196 570 3 Member
196 197 1 Spouse
196 201 3 Member
196 214 3 Spiritual_Member
196 305 3 Spiritual_Member
196 606 3 Member
197 14 3 Spiritual_Member
197 18 3 Spiritual_Member
197 30 3 Student
197 45 3 Worker_(Nurse)
197 117 3 Worker_(Nurse)
197 135 3 Spiritual_Member
197 184 3 Spiritual_Member
197 196 1 Spouse
197 183 3 Worker_(Paramedic)
197 351 3 Worker_(Nurse)
197 421 3 Worker_(Nurse)
197 259 3 Spiritual_Member
197 320 3 Spiritual_Member
197 380 3 Spiritual_Member
197 462 3 Spiritual_Member
197 568 3 Spiritual_Member
197 587 3 Spiritual_Member
197 705 3 Spiritual_Member
197 385 3 Member
197 244 3 Member
197 270 3 Spiritual_Member
197 353 3 Spiritual_Member
197 511 3 Member
197 617 3 Spiritual_Member
197 708 3 Worker_(Nurse)
197 715 3 Worker_(Nurse)
198 38 3 Member
198 19 3 Spiritual_Member
198 185 3 Spiritual_Member
198 215 3 Spiritual_Member
198 321 3 Spiritual_Member
198 329 3 Spiritual_Member
198 377 3 Spiritual_Member
198 434 3 Spiritual_Member
198 482 3 Spiritual_Member
198 498 3 Spiritual_Member
198 567 3 Spiritual_Member
198 704 3 Spiritual_Member
198 315 3 Member
198 663 3 Member
198 199 1 Spouse
198 227 3 Spiritual_Member
199 24 3 Spiritual_Member
199 121 3 Spiritual_Member
199 174 3 Worker_(Military_Leader)
199 185 3 Spiritual_Member
199 187 3 Spiritual_Member
199 198 1 Spouse
199 411 3 Worker_(Teacher)
199 575 3 Worker_(Military_Leader)
199 194 3 Spiritual_Member
199 329 3 Spiritual_Member
199 376 3 Spiritual_Member
199 377 3 Spiritual_Member
199 498 3 Spiritual_Member
199 53 3 Member
199 145 3 Member
199 168 3 Member
199 437 3 Member
199 482 3 Spiritual_Member
200 51 3 Spiritual_Member
200 55 3 Spiritual_Member
200 57 3 Spiritual_Member
200 98 3 Spiritual_Member
200 100 3 Member
200 168 3 Student
200 175 3 Spiritual_Member
200 629 3 Worker_(Teacher)
200 5 3 Spiritual_Member
200 13 3 Spiritual_Member
200 63 3 Spiritual_Member
200 229 3 Spiritual_Member
200 488 3 Spiritual_Member
200 489 3 Spiritual_Member
200 708 3 Spiritual_Member
200 306 3 Member
200 718 3 Member
200 68 3 Member
200 366 3 Member
200 553 3 Member
200 621 3 Member
200 687 3 Member
200 201 1 Spouse
200 212 3 Member
200 246 3 Spiritual_Member
200 604 3 Spiritual_Member
200 725 3 Student
201 170 3 Spiritual_Member
201 174 3 Spiritual_Member
201 200 1 Spouse
201 285 3 Worker_(Teacher)
201 306 3 Student
201 67 3 Spiritual_Member
201 340 3 Spiritual_Member
201 533 3 Spiritual_Member
201 537 3 Spiritual_Member
201 650 3 Spiritual_Member
201 672 3 Spiritual_Member
201 196 3 Member
201 559 3 Member
201 536 3 Member
201 552 3 Member
201 280 3 Student
201 433 3 Spiritual_Member
201 528 3 Member
201 675 3 Spiritual_Member
202 83 3 Spiritual_Member
202 107 3 Spiritual_Member
202 463 3 Spiritual_Member
202 471 3 Spiritual_Member
202 528 3 Spiritual_Member
202 563 3 Spiritual_Member
202 573 3 Member
202 203 1 Spouse
202 242 3 Spiritual_Member
202 383 3 Spiritual_Member
202 439 3 Member
202 447 3 Member
202 556 3 Spiritual_Member
203 74 3 Spiritual_Member
203 109 3 Member
203 202 1 Spouse
203 690 3 Worker_(Teacher)
203 102 3 Spiritual_Member
203 186 3 Spiritual_Member
203 458 3 Spiritual_Member
203 286 3 Spiritual_Member
203 396 3 Spiritual_Member
203 576 3 Spiritual_Member
204 10 3 Spiritual_Member
204 69 3 Spiritual_Member
204 84 3 Worker_(Teacher)
204 91 3 Member
204 134 3 Spiritual_Member
204 173 3 Member
204 180 3 Spiritual_Member
204 183 3 Spiritual_Member
204 8 3 Student
204 304 3 Student
204 326 3 Student
204 164 3 Student
204 220 3 Spiritual_Member
204 258 3 Spiritual_Member
204 277 3 Spiritual_Member
204 278 3 Spiritual_Member
204 333 3 Spiritual_Member
204 637 3 Spiritual_Member
204 579 3 Member
204 705 3 Member
204 205 1 Spouse
204 249 3 Spiritual_Member
204 522 3 Spiritual_Member
204 688 3 Worker_(Teacher)
204 715 3 Spiritual_Member
205 45 3 Worker_(Nurse)
205 82 3 Spiritual_Member
205 90 3 Spiritual_Member
205 103 3 Spiritual_Member
205 117 3 Worker_(Nurse)
205 156 3 Spiritual_Member
205 157 3 Spiritual_Member
205 183 3 Worker_(Nurse)
205 204 1 Spouse
205 108 3 Worker_(Nurse)
205 351 3 Worker_(Nurse)
205 715 3 Worker_(Physician)
205 269 3 Spiritual_Member
205 324 3 Spiritual_Member
205 610 3 Spiritual_Member
205 279 3 Member
205 660 3 Member
205 429 3 Member
205 444 3 Member
205 533 3 Student
205 653 3 Worker_(Nurse)
206 45 3 Spiritual_Member
206 170 3 Spiritual_Member
206 175 3 Spiritual_Member
206 179 3 Spiritual_Member
206 279 3 Worker_(Carpenter)
206 44 3 Spiritual_Member
206 51 3 Spiritual_Member
206 55 3 Spiritual_Member
206 109 3 Spiritual_Member
206 130 3 Spiritual_Member
206 153 3 Spiritual_Member
206 238 3 Spiritual_Member
206 239 3 Spiritual_Member
206 241 3 Spiritual_Member
206 265 3 Spiritual_Member
206 341 3 Spiritual_Member
206 530 3 Spiritual_Member
206 695 3 Spiritual_Member
206 517 3 Member
206 207 1 Spouse
206 564 0 Child
206 565 0 Child
206 251 3 Spiritual_Member
206 399 3 Student
206 435 3 Member
206 436 3 Spiritual_Member
206 437 3 Spiritual_Member
206 444 3 Spiritual_Member
206 533 3 Student
206 642 3 Member
206 643 3 Spiritual_Member
207 38 3 Student
207 92 3 Spiritual_Member
207 206 1 Spouse
207 131 3 Student
207 243 3 Worker_(Carpenter)
207 724 3 Worker_(Carpenter)
207 297 3 Worker_(Carpenter)
207 54 3 Spiritual_Member
207 59 3 Spiritual_Member
207 99 3 Spiritual_Member
207 105 3 Spiritual_Member
207 152 3 Spiritual_Member
207 174 3 Spiritual_Member
207 228 3 Spiritual_Member
207 240 3 Spiritual_Member
207 264 3 Spiritual_Member
207 341 3 Spiritual_Member
207 372 3 Spiritual_Member
207 443 3 Spiritual_Member
207 564 3 Spiritual_Member
207 592 3 Spiritual_Member
207 709 3 Spiritual_Member
207 720 3 Spiritual_Member
207 564 0 Child
207 565 0 Child
207 221 3 Student
207 250 3 Spiritual_Member
207 284 3 Spiritual_Member
207 398 3 Student
207 531 3 Spiritual_Member
207 532 3 Spiritual_Member
207 630 3 Member
207 675 3 Spiritual_Member
207 710 3 Spiritual_Member
212 83 3 Spiritual_Member
212 107 3 Spiritual_Member
212 176 3 Student
212 177 3 Student
212 253 3 Student
212 329 3 Student
212 394 3 Worker_(Graphic_Designer)
212 47 3 Worker_(Artist)
212 299 3 Spiritual_Member
212 308 3 Spiritual_Member
212 383 3 Spiritual_Member
212 647 3 Spiritual_Member
212 706 3 Spiritual_Member
212 200 3 Member
212 213 1 Spouse
212 567 0 Child
212 568 0 Child
212 272 3 Student
212 435 3 Spiritual_Member
213 52 3 Member
213 80 3 Student
213 195 3 Spiritual_Member
213 212 1 Spouse
213 91 3 Spiritual_Member
213 214 3 Spiritual_Member
213 226 3 Spiritual_Member
213 262 3 Spiritual_Member
213 298 3 Spiritual_Member
213 346 3 Spiritual_Member
213 370 3 Spiritual_Member
213 609 3 Spiritual_Member
213 92 3 Member
213 718 3 Member
213 424 3 Member
213 279 3 Member
213 567 0 Child
213 568 0 Child
213 268 3 Spiritual_Member
213 305 3 Spiritual_Member
213 341 3 Member
213 501 3 Spiritual_Member
214 31 3 Member
214 157 3 Spiritual_Member
214 193 3 Member
214 195 3 Spiritual_Member
214 213 3 Spiritual_Member
214 240 3 Student
214 382 3 Student
214 250 3 Student
214 587 3 Worker_(Pilot)
214 639 3 Worker_(Pilot)
214 196 3 Spiritual_Member
214 226 3 Spiritual_Member
214 268 3 Spiritual_Member
214 291 3 Spiritual_Member
214 304 3 Spiritual_Member
214 305 3 Spiritual_Member
214 346 3 Spiritual_Member
214 552 3 Spiritual_Member
214 569 3 Spiritual_Member
214 147 3 Member
214 549 3 Member
214 215 1 Spouse
214 569 0 Child
214 350 3 Worker_(Pilot)
214 369 3 Spiritual_Member
214 406 3 Member
215 24 3 Spiritual_Member
215 121 3 Spiritual_Member
215 194 3 Spiritual_Member
215 198 3 Spiritual_Member
215 214 1 Spouse
215 434 3 Student
215 482 3 Student
215 301 3 Worker_(Engineer)
215 395 3 Worker_(Engineer)
215 103 3 Spiritual_Member
215 381 3 Spiritual_Member
215 529 3 Spiritual_Member
215 569 0 Child
215 321 3 Spiritual_Member
215 377 3 Spiritual_Member
215 565 3 Member
215 704 3 Spiritual_Member
216 41 3 Worker_(Computer_Programmer)
216 88 3 Student
216 123 3 Member
216 248 3 Spiritual_Member
216 263 3 Spiritual_Member
216 286 3 Spiritual_Member
216 354 3 Spiritual_Member
216 417 3 Spiritual_Member
216 612 3 Spiritual_Member
216 356 3 Member
216 706 3 Member
216 570 0 Child
216 571 0 Child
216 312 3 Member
216 332 3 Spiritual_Member
216 378 3 Spiritual_Member
216 384 3 Spiritual_Member
218 423 3 Member
218 219 1 Spouse
218 572 0 Child
218 287 3 Student
219 16 3 Spiritual_Member
219 27 3 Spiritual_Member
219 28 3 Student
219 56 3 Student
219 146 3 Spiritual_Member
219 150 3 Spiritual_Member
219 218 1 Spouse
219 687 3 Worker_(Graphic_Designer)
219 143 3 Spiritual_Member
219 307 3 Spiritual_Member
219 513 3 Spiritual_Member
219 524 3 Spiritual_Member
219 47 3 Member
219 184 3 Member
219 376 3 Member
219 610 3 Member
219 572 0 Child
219 246 3 Member
219 326 3 Spiritual_Member
219 353 3 Member
219 398 3 Member
219 405 3 Spiritual_Member
219 438 3 Student
219 499 3 Spiritual_Member
220 13 3 Worker_(Salesman)
220 34 3 Spiritual_Member
220 42 3 Member
220 79 3 Worker_(Salesman)
220 116 3 Spiritual_Member
220 126 3 Member
220 158 3 Spiritual_Member
220 204 3 Spiritual_Member
220 387 3 Worker_(Salesman)
220 5 3 Worker_(Salesman)
220 226 3 Worker_(Salesman)
220 348 3 Worker_(Entrepeneur)
220 35 3 Worker_(Business_CEO)
220 93 3 Worker_(Salesman)
220 438 3 Worker_(Business_CEO)
220 28 3 Spiritual_Member
220 144 3 Spiritual_Member
220 165 3 Spiritual_Member
220 267 3 Spiritual_Member
220 279 3 Spiritual_Member
220 293 3 Spiritual_Member
220 306 3 Spiritual_Member
220 330 3 Spiritual_Member
220 338 3 Spiritual_Member
220 343 3 Spiritual_Member
220 382 3 Spiritual_Member
220 385 3 Spiritual_Member
220 391 3 Spiritual_Member
220 421 3 Spiritual_Member
220 422 3 Spiritual_Member
220 558 3 Spiritual_Member
220 698 3 Spiritual_Member
220 699 3 Spiritual_Member
220 714 3 Spiritual_Member
220 442 3 Member
220 652 3 Member
220 599 3 Member
220 221 1 Spouse
220 573 0 Child
220 574 0 Child
220 244 3 Worker_(Salesman)
220 318 3 Spiritual_Member
220 419 3 Member
220 453 3 Worker_(Salesman)
220 493 3 Member
220 611 3 Student
220 638 3 Spiritual_Member
220 693 3 Spiritual_Member
221 10 3 Worker_(Accountant)
221 11 3 Spiritual_Member
221 77 3 Spiritual_Member
221 115 3 Spiritual_Member
221 127 3 Worker_(Accountant)
221 220 1 Spouse
221 38 3 Student
221 207 3 Student
221 114 3 Worker_(Business_Administration)
221 273 3 Worker_(Consultant)
221 487 3 Worker_(Accountant)
221 529 3 Worker_(Business_Administration)
221 151 3 Spiritual_Member
221 223 3 Spiritual_Member
221 325 3 Spiritual_Member
221 331 3 Spiritual_Member
221 347 3 Spiritual_Member
221 411 3 Spiritual_Member
221 630 3 Spiritual_Member
221 639 3 Spiritual_Member
221 573 0 Child
221 574 0 Child
221 309 3 Spiritual_Member
221 315 3 Spiritual_Member
221 316 3 Spiritual_Member
221 434 3 Member
221 512 3 Spiritual_Member
221 521 3 Spiritual_Member
221 573 3 Spiritual_Member
221 628 3 Spiritual_Member
221 632 3 Member
221 647 3 Member
222 4 3 Worker_(Nurse)
222 28 3 Spiritual_Member
222 34 3 Spiritual_Member
222 78 3 Worker_(Nurse)
222 116 3 Spiritual_Member
222 131 3 Worker_(Nurse)
222 153 3 Member
222 168 3 Spiritual_Member
222 194 3 Worker_(Doctor)
222 248 3 Worker_(Nurse)
222 325 3 Worker_(Nurse)
222 329 3 Worker_(Nurse)
222 482 3 Worker_(Nurse)
222 513 3 Worker_(Doctor)
222 390 3 Worker_(Nurse)
222 224 3 Spiritual_Member
222 267 3 Spiritual_Member
222 306 3 Spiritual_Member
222 318 3 Spiritual_Member
222 343 3 Spiritual_Member
222 385 3 Spiritual_Member
222 543 3 Spiritual_Member
222 542 3 Member
222 223 1 Spouse
222 575 0 Child
222 576 0 Child
222 252 3 Member
222 258 3 Worker_(Nurse)
222 293 3 Spiritual_Member
222 330 3 Spiritual_Member
222 337 3 Member
222 514 3 Worker_(Nurse)
222 612 3 Worker_(Nurse)
222 665 3 Spiritual_Member
222 693 3 Spiritual_Member
223 11 3 Spiritual_Member
223 21 3 Spiritual_Member
223 89 3 Member
223 115 3 Spiritual_Member
223 151 3 Spiritual_Member
223 221 3 Spiritual_Member
223 222 1 Spouse
223 367 3 Student
223 465 3 Worker_(Veterinarian)
223 309 3 Spiritual_Member
223 314 3 Spiritual_Member
223 315 3 Spiritual_Member
223 317 3 Spiritual_Member
223 325 3 Spiritual_Member
223 352 3 Spiritual_Member
223 411 3 Spiritual_Member
223 639 3 Spiritual_Member
223 652 3 Spiritual_Member
223 45 3 Member
223 111 3 Member
223 401 3 Member
223 538 3 Member
223 604 3 Member
223 575 0 Child
223 576 0 Child
223 282 3 Student
223 289 3 Student
223 331 3 Spiritual_Member
223 337 3 Member
223 426 3 Member
223 487 3 Member
223 494 3 Spiritual_Member
223 573 3 Spiritual_Member
223 612 3 Member
223 628 3 Spiritual_Member
223 630 3 Spiritual_Member
223 686 3 Spiritual_Member
223 713 3 Worker_(Veterinarian)
224 11 3 Worker_(Psychologist)
224 60 3 Spiritual_Member
224 116 3 Worker_(Psychologist)
224 119 3 Member
224 186 3 Spiritual_Member
224 222 3 Spiritual_Member
224 109 3 Worker_(Scientist)
224 262 3 Worker_(Scientist)
224 466 3 Worker_(Scientist)
224 709 3 Worker_(Scientist)
224 38 3 Spiritual_Member
224 318 3 Spiritual_Member
224 359 3 Spiritual_Member
224 378 3 Spiritual_Member
224 461 3 Spiritual_Member
224 536 3 Spiritual_Member
224 576 3 Spiritual_Member
224 612 3 Spiritual_Member
224 702 3 Spiritual_Member
224 564 3 Member
224 680 3 Member
224 577 0 Child
224 578 0 Child
224 263 3 Spiritual_Member
224 315 3 Worker_(Psychologist)
224 423 3 Spiritual_Member
224 537 3 Member
224 700 3 Spiritual_Member
226 5 3 Worker_(Salesman)
226 91 3 Worker_(Salesman)
226 93 3 Worker_(Salesman)
226 196 3 Spiritual_Member
226 213 3 Spiritual_Member
226 214 3 Spiritual_Member
226 220 3 Worker_(Salesman)
226 173 3 Worker_(Teacher)
226 709 3 Student
226 387 3 Worker_(Salesman)
226 348 3 Worker_(Entrepeneur)
226 35 3 Worker_(Business_CEO)
226 453 3 Worker_(Salesman)
226 195 3 Spiritual_Member
226 291 3 Spiritual_Member
226 298 3 Spiritual_Member
226 369 3 Spiritual_Member
226 495 3 Spiritual_Member
226 620 3 Spiritual_Member
226 69 3 Member
226 437 3 Member
226 531 3 Member
226 718 3 Member
226 227 1 Spouse
226 579 0 Child
226 580 0 Child
226 581 0 Child
226 582 0 Child
226 262 3 Spiritual_Member
226 305 3 Spiritual_Member
226 353 3 Spiritual_Member
226 414 3 Worker_(Salesman)
226 464 3 Spiritual_Member
227 194 3 Spiritual_Member
227 226 1 Spouse
227 157 3 Worker_(Business_CEO)
227 670 3 Worker_(Business_Administration)
227 198 3 Spiritual_Member
227 376 3 Spiritual_Member
227 381 3 Spiritual_Member
227 434 3 Spiritual_Member
227 707 3 Spiritual_Member
227 229 3 Member
227 77 3 Member
227 392 3 Member
227 690 3 Member
227 579 0 Child
227 580 0 Child
227 581 0 Child
227 582 0 Child
227 321 3 Student
227 377 3 Spiritual_Member
227 383 3 Spiritual_Member
227 482 3 Spiritual_Member
227 533 3 Student
227 656 3 Spiritual_Member
228 54 3 Spiritual_Member
228 57 3 Worker_(Social_Worker)
228 92 3 Spiritual_Member
228 152 3 Spiritual_Member
228 186 3 Worker_(Social_Worker)
228 207 3 Spiritual_Member
228 9 3 Worker_(Child_Care)
228 342 3 Worker_(Child_Care)
228 642 3 Worker_(Child_Care)
228 500 3 Worker_(Child_Care)
228 623 3 Worker_(Social_Worker)
228 522 3 Worker_(Child_Care)
228 12 3 Spiritual_Member
228 149 3 Spiritual_Member
228 192 3 Spiritual_Member
228 285 3 Spiritual_Member
228 532 3 Spiritual_Member
228 43 3 Member
228 319 3 Member
228 229 1 Spouse
228 583 0 Child
228 584 0 Child
228 585 0 Child
228 240 3 Spiritual_Member
228 372 3 Spiritual_Member
228 390 3 Student
228 398 3 Spiritual_Member
228 443 3 Spiritual_Member
228 523 3 Spiritual_Member
228 609 3 Worker_(Social_Worker)
228 622 3 Worker_(Social_Worker)
228 643 3 Worker_(Social_Worker)
228 717 3 Member
229 5 3 Spiritual_Member
229 13 3 Student
229 55 3 Spiritual_Member
229 93 3 Spiritual_Member
229 109 3 Spiritual_Member
229 126 3 Worker_(Bookkeeper)
229 130 3 Spiritual_Member
229 131 3 Spiritual_Member
229 170 3 Spiritual_Member
229 171 3 Spiritual_Member
229 200 3 Spiritual_Member
229 227 3 Member
229 228 1 Spouse
229 232 3 Worker_(Teacher)
229 400 3 Worker_(Teacher)
229 378 3 Worker_(Social_Worker)
229 391 3 Worker_(Social_Worker)
229 44 3 Spiritual_Member
229 241 3 Spiritual_Member
229 281 3 Spiritual_Member
229 360 3 Spiritual_Member
229 386 3 Spiritual_Member
229 387 3 Spiritual_Member
229 583 3 Spiritual_Member
229 676 3 Spiritual_Member
229 695 3 Spiritual_Member
229 260 3 Member
229 583 0 Child
229 584 0 Child
229 585 0 Child
229 576 3 Member
229 604 3 Spiritual_Member
229 619 3 Spiritual_Member
230 66 3 Member
230 103 3 Member
230 75 3 Member
230 689 3 Member
230 502 3 Member
230 231 1 Spouse
230 586 0 Child
230 478 3 Member
230 533 3 Student
230 690 3 Student
231 12 3 Student
231 42 3 Student
231 191 3 Spiritual_Member
231 230 1 Spouse
231 132 3 Spiritual_Member
231 480 3 Spiritual_Member
231 580 3 Member
231 586 0 Child
231 234 3 Spiritual_Member
231 235 3 Spiritual_Member
231 279 3 Member
231 397 3 Spiritual_Member
231 412 3 Spiritual_Member
231 505 3 Spiritual_Member
231 624 3 Spiritual_Member
232 51 3 Member
232 76 3 Worker_(Teacher)
232 129 3 Spiritual_Member
232 135 3 Worker_(Teacher)
232 180 3 Spiritual_Member
232 183 3 Spiritual_Member
232 229 3 Worker_(Teacher)
232 285 3 Worker_(Teacher)
232 487 3 Student
232 368 3 Student
232 184 3 Student
232 277 3 Student
232 312 3 Student
232 664 3 Worker_(Teacher)
232 313 3 Student
232 158 3 Student
232 10 3 Spiritual_Member
232 102 3 Spiritual_Member
232 164 3 Spiritual_Member
232 249 3 Spiritual_Member
232 333 3 Spiritual_Member
232 522 3 Spiritual_Member
232 571 3 Spiritual_Member
232 677 3 Spiritual_Member
232 679 3 Spiritual_Member
232 525 3 Member
232 292 3 Worker_(Teacher)
232 306 3 Worker_(Teacher)
232 400 3 Worker_(Teacher)
232 413 3 Member
232 438 3 Member
232 565 3 Worker_(Teacher)
234 31 3 Spiritual_Member
234 81 3 Spiritual_Member
234 84 3 Member
234 95 3 Spiritual_Member
234 119 3 Spiritual_Member
234 176 3 Spiritual_Member
234 540 3 Student
234 699 3 Worker_(Teacher)
234 17 3 Spiritual_Member
234 42 3 Spiritual_Member
234 126 3 Spiritual_Member
234 133 3 Spiritual_Member
234 190 3 Spiritual_Member
234 191 3 Spiritual_Member
234 231 3 Spiritual_Member
234 312 3 Spiritual_Member
234 412 3 Spiritual_Member
234 413 3 Spiritual_Member
234 505 3 Spiritual_Member
234 598 3 Spiritual_Member
234 599 3 Spiritual_Member
234 624 3 Spiritual_Member
234 104 3 Member
234 434 3 Member
234 574 3 Member
234 627 3 Member
234 543 3 Member
234 692 3 Member
234 235 1 Spouse
234 352 3 Student
234 395 3 Spiritual_Member
234 672 3 Member
235 17 3 Spiritual_Member
235 62 3 Student
235 67 3 Member
235 81 3 Spiritual_Member
235 119 3 Spiritual_Member
235 190 3 Spiritual_Member
235 191 3 Spiritual_Member
235 234 1 Spouse
235 31 3 Student
235 690 3 Worker_(Teacher)
235 42 3 Spiritual_Member
235 132 3 Spiritual_Member
235 231 3 Spiritual_Member
235 245 3 Spiritual_Member
235 312 3 Spiritual_Member
235 413 3 Spiritual_Member
235 586 3 Spiritual_Member
235 345 3 Student
235 389 3 Spiritual_Member
237 25 3 Spiritual_Member
237 129 3 Student
237 239 3 Worker_(Child_Care)
237 82 3 Worker_(Child_Care)
237 156 3 Spiritual_Member
237 266 3 Spiritual_Member
237 324 3 Spiritual_Member
237 351 3 Spiritual_Member
237 556 3 Spiritual_Member
237 587 0 Child
237 588 0 Child
237 249 3 Member
237 298 3 Spiritual_Member
237 307 3 Member
238 45 3 Spiritual_Member
238 50 3 Spiritual_Member
238 108 3 Spiritual_Member
238 161 3 Spiritual_Member
238 173 3 Spiritual_Member
238 206 3 Spiritual_Member
238 249 3 Student
238 51 3 Spiritual_Member
238 172 3 Spiritual_Member
238 246 3 Spiritual_Member
238 399 3 Spiritual_Member
238 530 3 Spiritual_Member
238 29 3 Member
238 239 1 Spouse
238 589 0 Child
238 590 0 Child
238 241 3 Spiritual_Member
238 247 3 Spiritual_Member
238 351 3 Member
238 535 3 Member
239 50 3 Spiritual_Member
239 51 3 Spiritual_Member
239 55 3 Spiritual_Member
239 108 3 Spiritual_Member
239 109 3 Spiritual_Member
239 161 3 Spiritual_Member
239 173 3 Spiritual_Member
239 206 3 Spiritual_Member
239 237 3 Worker_(Child_Care)
239 238 1 Spouse
239 120 3 Worker_(Child_Care)
239 241 3 Spiritual_Member
239 247 3 Spiritual_Member
239 251 3 Spiritual_Member
239 387 3 Spiritual_Member
239 399 3 Spiritual_Member
239 530 3 Spiritual_Member
239 622 3 Member
239 529 3 Member
239 589 0 Child
239 590 0 Child
239 301 3 Spiritual_Member
239 386 3 Spiritual_Member
239 557 3 Member
240 54 3 Spiritual_Member
240 99 3 Spiritual_Member
240 129 3 Member
240 207 3 Spiritual_Member
240 214 3 Student
240 115 3 Worker_(Teacher)
240 382 3 Student
240 587 3 Worker_(Pilot)
240 47 3 Spiritual_Member
240 56 3 Spiritual_Member
240 62 3 Spiritual_Member
240 92 3 Spiritual_Member
240 152 3 Spiritual_Member
240 174 3 Spiritual_Member
240 192 3 Spiritual_Member
240 228 3 Spiritual_Member
240 250 3 Spiritual_Member
240 438 3 Spiritual_Member
240 484 3 Spiritual_Member
240 532 3 Spiritual_Member
240 602 3 Spiritual_Member
240 406 3 Member
240 241 1 Spouse
240 591 0 Child
240 592 0 Child
240 264 3 Spiritual_Member
240 340 3 Spiritual_Member
240 435 3 Student
240 520 3 Member
240 531 3 Spiritual_Member
240 639 3 Worker_(Pilot)
240 710 3 Spiritual_Member
241 31 3 Member
241 44 3 Spiritual_Member
241 50 3 Spiritual_Member
241 55 3 Spiritual_Member
241 63 3 Spiritual_Member
241 98 3 Worker_(Business_CEO)
241 130 3 Spiritual_Member
241 131 3 Spiritual_Member
241 170 3 Spiritual_Member
241 206 3 Spiritual_Member
241 229 3 Spiritual_Member
241 239 3 Spiritual_Member
241 240 1 Spouse
241 264 3 Student
241 372 3 Worker_(Entrepeneur)
241 192 3 Worker_(Business_CEO)
241 45 3 Spiritual_Member
241 51 3 Spiritual_Member
241 108 3 Spiritual_Member
241 109 3 Spiritual_Member
241 161 3 Spiritual_Member
241 173 3 Spiritual_Member
241 238 3 Spiritual_Member
241 251 3 Spiritual_Member
241 386 3 Spiritual_Member
241 387 3 Spiritual_Member
241 399 3 Spiritual_Member
241 695 3 Spiritual_Member
241 580 3 Member
241 692 3 Member
241 30 3 Member
241 625 3 Member
241 591 0 Child
241 592 0 Child
241 265 3 Spiritual_Member
241 323 3 Spiritual_Member
241 623 3 Member
242 528 3 Student
242 533 3 Worker_(Teacher)
242 107 3 Spiritual_Member
242 184 3 Spiritual_Member
242 202 3 Spiritual_Member
242 299 3 Spiritual_Member
242 470 3 Spiritual_Member
242 563 3 Spiritual_Member
242 601 3 Member
242 325 3 Member
242 243 1 Spouse
242 593 0 Child
242 594 0 Child
242 595 0 Child
242 596 0 Child
242 383 3 Spiritual_Member
242 396 3 Student
242 463 3 Spiritual_Member
242 471 3 Student
242 483 3 Member
242 647 3 Spiritual_Member
243 27 3 Spiritual_Member
243 29 3 Spiritual_Member
243 38 3 Spiritual_Member
243 143 3 Spiritual_Member
243 207 3 Worker_(Carpenter)
243 242 1 Spouse
243 30 3 Student
243 524 3 Student
243 724 3 Worker_(Carpenter)
243 297 3 Worker_(Carpenter)
243 16 3 Spiritual_Member
243 254 3 Spiritual_Member
243 276 3 Spiritual_Member
243 307 3 Spiritual_Member
243 326 3 Spiritual_Member
243 335 3 Spiritual_Member
243 344 3 Spiritual_Member
243 393 3 Spiritual_Member
243 513 3 Spiritual_Member
243 547 3 Spiritual_Member
243 470 3 Member
243 581 3 Member
243 676 3 Member
243 593 0 Child
243 594 0 Child
243 595 0 Child
243 596 0 Child
243 364 3 Spiritual_Member
243 392 3 Spiritual_Member
243 698 3 Spiritual_Member
243 715 3 Spiritual_Member
244 51 3 Member
244 80 3 Worker_(Salesman)
244 98 3 Student
244 175 3 Student
244 88 3 Worker_(Business_CEO)
244 387 3 Worker_(Salesman)
244 220 3 Worker_(Salesman)
244 197 3 Member
244 493 3 Member
244 539 3 Member
244 85 3 Member
244 245 1 Spouse
244 597 0 Child
244 598 0 Child
244 599 0 Child
244 600 0 Child
244 601 0 Child
244 251 3 Student
244 293 3 Member
244 598 3 Member
245 54 3 Student
245 81 3 Spiritual_Member
245 89 3 Spiritual_Member
245 95 3 Spiritual_Member
245 126 3 Spiritual_Member
245 235 3 Spiritual_Member
245 244 1 Spouse
245 176 3 Spiritual_Member
245 395 3 Spiritual_Member
245 109 3 Member
245 369 3 Member
245 391 3 Member
245 597 0 Child
245 598 0 Child
245 599 0 Child
245 600 0 Child
245 601 0 Child
245 248 3 Member
245 324 3 Member
245 462 3 Member
245 527 3 Member
245 540 3 Spiritual_Member
246 5 3 Spiritual_Member
246 44 3 Spiritual_Member
246 50 3 Spiritual_Member
246 51 3 Spiritual_Member
246 85 3 Spiritual_Member
246 93 3 Spiritual_Member
246 94 3 Member
246 98 3 Spiritual_Member
246 108 3 Spiritual_Member
246 172 3 Spiritual_Member
246 238 3 Spiritual_Member
246 83 3 Student
246 81 3 Student
246 383 3 Student
246 394 3 Student
246 624 3 Worker_(Computer_Technical_Support)
246 703 3 Worker_(Computer_Technical_Support)
246 492 3 Worker_(Computer_Technical_Support)
246 109 3 Spiritual_Member
246 171 3 Spiritual_Member
246 173 3 Spiritual_Member
246 175 3 Spiritual_Member
246 200 3 Spiritual_Member
246 386 3 Spiritual_Member
246 387 3 Spiritual_Member
246 399 3 Spiritual_Member
246 436 3 Spiritual_Member
246 484 3 Spiritual_Member
246 530 3 Spiritual_Member
246 603 3 Spiritual_Member
246 143 3 Member
